Publication Type,Authors,Author Full Names,Article Title,Source Title,Language,Document Type,Author Keywords,Keywords Plus,Abstract,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Publication Date,Publication Year,DOI,DOI Link,Number of Pages,WoS Categories,Research Areas,IDS Number,Open Access Designations,Date of Export,Web of Science Record
J,"Baker, JM; Chong, FT","Baker, Jonathan M.; Chong, Frederic T.",Emerging Technologies for Quantum Computing,IEEE MICRO,English,Article,,ATOM,"Despite promising proof of concept demonstrations, currently available quantum hardware suffers from fundamental scalability limitations. The field is relatively new and it is imperative to consider emerging technologies in the space and evaluate their unique tradeoff spaces to determine how to best close the gap between current devices and target applications. Here, we explore three recent developments on this front. First, we consider extensions to currently available hardware, which allow the use of higher level states, beyond the usual binary, which when used temporarily can confer circuit-level advantage. Second, we consider the use of superconducting resonant cavities to reduce hardware requirements to implement quantum error correction protocols. Finally, we consider the use of neutral atoms, which offer unique strengths and weaknesses. It is valuable to evaluate new technology early and often to determine the best path toward scalability.",17,4,4,1,9,0272-1732,1937-4143,,SEPT 1,2021,10.1109/MM.2021.3099139,http://dx.doi.org/10.1109/MM.2021.3099139,7,"Computer Science, Hardware & Architecture; Computer Science, Software Engineering",Computer Science,UQ5BG,hybrid,2024-03-12,View Full Record in Web of Science
J,"Zidan, M; Hegazy, SF; Abdel-Aty, M; Obayya, SSA","Zidan, Mohammed; Hegazy, Salem F.; Abdel-Aty, Mahmoud; Obayya, Salah S. A.",Rapid solution of logical equivalence problems by quantum computation algorithm,APPLIED SOFT COMPUTING,English,Article; Early Access,Quantum computing; Quantum algorithms; Logical equivalence; Quantum verification,,"We present a quantum computation algorithm that enables solving the problem of logical equivalence verification in exponentially less time than the classical deterministic computation. In this novel quantum algorithm, the oracles of the two evaluated functions are executed in series to yield a common target qubit which then interacts with an ancillary qubit. We found that the degree of entanglement (measured by the concurrence) of the target and ancillary qubits is a reliable witness for the logical equivalence property of the two functions. The steps number of the quantum algorithm is inversely proportional to the square of the standard error epsilon 2 of the measured concurrence value, with no dependence on the input size ' n ' of each function. This corresponds to a number of evaluations of the two functions: O(epsilon-2) for the quantum algorithm compared with O(2n) for the classical approach. To assess the algorithm performance, two sets of experiments are conducted using the IBM Q Experience simulator for input sizes: 2 and 12 variables per function. While the former verifies that the results of the experiment are in a good match with the theory, the latter showcases the quantum supremacy of the presented algorithm. In particular, The latter shows that the quantum algorithm requires only 200 oracles queries compared with 213 queries for the classical algorithm. (c) 2022 Elsevier B.V. All rights reserved.",36,9,9,3,6,1568-4946,1872-9681,,2023 JAN,2023,10.1016/j.asoc.2022.109844,http://dx.doi.org/10.1016/j.asoc.2022.109844,8,"Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications",Computer Science,7I6KQ,,2024-03-12,View Full Record in Web of Science
S,"Goswami, D","Goswami, Debabrata",Quantum Distributed Computing Applied to Grover's Search Algorithm,COMPUTING WITH NEW RESOURCES: ESSAYS DEDICATED TO JOZEF GRUSKA ON THE OCCASION OF HIS 80TH BIRTHDAY,English,Article; Book Chapter,Distributed quantum computing; Grover's quantum search; Optical networking,,"Grover's Algorithm finds a unique element in an unsorted stock of N-elements in root N queries through quantum search. A single-query solution can also be designed, but with an overhead of N log(2) N steps to prepare and post process the query, which is worse than the classical N/2 queries. We show here that by distributing the computing load on a set of quantum computers, we achieve better information theoretic bounds and relaxed space scaling. Howsoever small one quantum computing node is, by virtue of networking and sharing of data, we can virtually work with a sufficiently large qubit space.",18,1,1,0,7,0302-9743,1611-3349,978-3-319-13350-8; 978-3-319-13349-2,,2014,10.1007/978-3-319-13350-8_14,http://dx.doi.org/10.1007/978-3-319-13350-8_14,8,"Computer Science, Software Engineering; Computer Science, Theory & Methods",Computer Science,BC7NZ,,2024-03-12,View Full Record in Web of Science
C,"Le Gall, F; Nishimura, H; Rosmanis, A","Le Gall, Francois; Nishimura, Harumichi; Rosmanis, Ansis",Quantum Advantage for the LOCAL Model in Distributed Computing,36TH INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF COMPUTER SCIENCE (STACS 2019),English,Proceedings Paper,Quantum computing; distributed computing; LOCAL model,,"There are two central models considered in (fault -free synchronous) distributed computing: the CONGEST model, in which communication channels have limited bandwidth, and the LOCAL model, in which communication channels have unlimited bandwidth. Very recently, Le Gall and Magniez (PODC 2018) showed the superiority of quantum distributed computing over classical distributed computing in the CONGEST model. In this work we show the superiority of quantum distributed computing in the LOCAL model: we exhibit two computational tasks that can be solved in a constant number of rounds in the quantum setting but require Q(n) rounds in the classical (randomized) setting, where n denotes the size of the network.",25,1,1,0,1,,,978-3-95977-100-9,,2019,,,14,"Computer Science, Theory & Methods",Computer Science,BN0FP,,2024-03-12,View Full Record in Web of Science
J,"Morimae, T; Koshiba, T","Morimae, Tomoyuki; Koshiba, Takeshi",IMPOSSIBILITY OF PERFECTLY-SECURE ONE-ROUND DELEGATED QUANTUM COMPUTING FOR CLASSICAL CLIENT,QUANTUM INFORMATION & COMPUTATION,English,Article,blind quantum computing,,"Blind quantum computing protocols enable a client, who can generate or measure single-qubit states, to delegate quantum computing to a remote quantum server protecting the client's privacy (i.e., input, output, and program). With current technologies, generations or measurements of single-qubit states are not too much burden for the client. In other words, secure delegated quantum computing is possible for almost classical clients. However, is it possible for a completely classical client? Here we consider a one-round perfectly-secure delegated quantum computing, and show that the protocol cannot satisfy both the correctness (i.e., the correct result is obtained when the server is honest) and the perfect blindness (i.e., the client's privacy is completely protected) simultaneously unless BQP is in NP. Since BQP is not believed to be in NP, the result suggests the impossibility of the one-round perfectly-secure delegated quantum computing.",28,9,10,0,3,1533-7146,,,MAR,2019,,,8,"Computer Science, Theory & Methods; Quantum Science & Technology; Physics, Particles & Fields; Physics, Mathematical",Computer Science; Physics,HP9RK,,2024-03-12,View Full Record in Web of Science
C,"Zulehner, A; Hillmich, S; Wille, R","Zulehner, Alwin; Hillmich, Stefan; Wille, Robert",How to Efficiently Handle Complex Values? Implementing Decision Diagrams for Quantum Computing,2019 IEEE/ACM INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN (ICCAD),English,Proceedings Paper,,VERIFICATION; CIRCUITS; ALGORITHMS,"Quantum computing promises substantial speedups by exploiting quantum mechanical phenomena such as superposition and entanglement. Corresponding design methods require efficient means of representation and manipulation of quantum functionality. In the classical domain, decision diagrams have been successfully employed as a powerful alternative to straightforward means such as truth tables. This motivated extensive research on whether decision diagrams provide similar potential in the quantum domain-resulting in new types of decision diagrams capable of substantially reducing the complexity of representing quantum states and functionality. From an implementation perspective, many concepts and techniques from the classical domain can be re-used in order to implement decision diagrams packages for the quantum realm. However, new problems-namely how to efficiently handle complex numbers-arise. In this work, we propose a solution to overcome these problems. Experimental evaluations confirm that this yields improvements of orders of magnitude in the runtime needed to create and to utilize these decision diagrams.",35,3,3,0,2,1933-7760,,978-1-7281-2350-9,,2019,10.1109/iccad45719.2019.8942057,http://dx.doi.org/10.1109/iccad45719.2019.8942057,7,"Computer Science, Theory & Methods; Engineering, Electrical & Electronic",Computer Science; Engineering,BO7KJ,Green Submitted,2024-03-12,View Full Record in Web of Science
J,"Qureshi, M; Tannu, S","Qureshi, Moinuddin; Tannu, Swamit",Quantum Computing and the Design of the Ultimate Accelerator,IEEE MICRO,English,Editorial Material,,,"Quantum computers are domain-specific accelerators that can solve commercially important problems that are beyond the capability of conventional computers. Quantum computing is at an inflection point where small systems with a few dozen qubits have been demonstrated and the number of qubits is expected to increase to several hundred over the coming years. However, the qubit quality is likely to remain quite low making it difficult to execute programs reliably. Furthermore, scaling the designs to a large number of qubits would require specialized hardware that operates at cryogenic conditions. This article describes the compiler and hardware support for enabling reliable and scalable quantum computers.",6,2,2,0,2,0272-1732,1937-4143,,SEPT 1,2021,10.1109/MM.2021.3099196,http://dx.doi.org/10.1109/MM.2021.3099196,6,"Computer Science, Hardware & Architecture; Computer Science, Software Engineering",Computer Science,UQ5BG,Bronze,2024-03-12,View Full Record in Web of Science
C,"Mastroianni, C; Scarcello, L; Vinci, A","Mastroianni, Carlo; Scarcello, Luigi; Vinci, Andrea",Quantum Computing Management of a Cloud/Edge Architecture,"PROCEEDINGS OF THE 20TH ACM INTERNATIONAL CONFERENCE ON COMPUTING FRONTIERS 2023, CF 2023",English,Proceedings Paper,quantum computing; cloud/edge computing; resource assignment,,"Modern Cloud/Edge architectures are composed of computing nodes belonging to multiple layers, including Cloud facilities, Edge/Fog nodes and sensors/actuators. In this paper, we present an architecture that includes also quantum computing devices, in two ways: (i) quantum devices can become, in the next future, a viable alternative for executing computation that is intractable classically and (ii) they can be exploited to assist resource management and scheduling within the architecture itself. Furthermore, we describe the procedure through which a typical resource assignment problem, which has NP-hard complexity, can be transformed into a formulation that can be tackled by QAOA, a renowned hybrid quantum algorithm, and we present some preliminary results obtained for a simple instance, a knapsack problem where an Edge node needs to select and retrieve a set of processes from the Cloud.",16,0,0,0,0,,,979-8-4007-0140-5,,2023,10.1145/3587135.3592190,http://dx.doi.org/10.1145/3587135.3592190,4,"Computer Science, Hardware & Architecture; Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering",Computer Science,BW2IJ,Bronze,2024-03-12,View Full Record in Web of Science
C,"Astuti, V; Raj, KH","Astuti, V.; Raj, K. Hans",Quantum Evolutionary Computational Technique for Constrained Engineering Optimization,PROCEEDINGS ON 2016 2ND INTERNATIONAL CONFERENCE ON NEXT GENERATION COMPUTING TECHNOLOGIES (NGCT),English,Proceedings Paper,quantum computing; hybrid stochastic search; stochastic representation; constrained optimization; Engineering design problem optimization,PARTICLE SWARM OPTIMIZATION; SEARCH ALGORITHM; MUTATION,"A Quantum Evolutionary Computational Technique (QECT) is proposed in this paper. The approach is based on the integration of quantum computing concepts such as superposition of states, application of quantum gate with the concept of genetic algorithm and simulated annealing. To demonstrate effectiveness and applicability of QECT, simulations are carried out on five Benchmark Test functions, which are well-known combinatorial optimization problems. These exemplify that the proposed algorithm has a capability to obtain near global optimum, without premature convergence unlike other variants. QECT has the strong capability to explore the nonlinear search regions and it is a step forward in the area of hybrid stochastic search. It is applied on a problem of mechanical engineering design of a pressure vessel. The application of proposed heuristic technique in mechanical engineering design is a step towards agility in design and manufacturing.",66,0,0,0,0,,,978-1-5090-3257-0,,2016,,,8,"Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods",Computer Science,BI1DB,,2024-03-12,View Full Record in Web of Science
J,"Akibue, S; Murao, M","Akibue, Seiseki; Murao, Mio",Network Coding for Distributed Quantum Computation Over Cluster and Butterfly Networks,IEEE TRANSACTIONS ON INFORMATION THEORY,English,Article,Quantum computing; network coding; quantum entanglement,BOND GROUND-STATES; OPERATIONS; CIRCUITS,"To apply network coding for quantum computation, we study the distributed implementation of unitary operations over all separated input and output nodes of quantum networks. We consider networks where quantum communication between nodes is restricted to sending a qubit, but classical communication is unrestricted. We analyze which N-qubit unitary operations are implementable over cluster networks by investigating transformations of a given cluster network into quantum circuits. We show that any two-qubit unitary operation is implementable over the butterfly network and the grail network, which are fundamental primitive networks for classical network coding. We also analyze probabilistic implementations of unitary operations over cluster networks.",31,13,15,0,12,0018-9448,1557-9654,,NOV,2016,10.1109/TIT.2016.2604382,http://dx.doi.org/10.1109/TIT.2016.2604382,18,"Computer Science, Information Systems; Engineering, Electrical & Electronic",Computer Science; Engineering,DZ9XO,Green Submitted,2024-03-12,View Full Record in Web of Science
C,"Guarda, T; Torres, W; Augusto, MF","Guarda, Teresa; Torres, Washington; Fernanda Augusto, Maria",The Impact of Quantum Computing on Businesses,"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2022 WORKSHOPS, PART IV",English,Proceedings Paper,Quantum artificial intelligence applications; Quantum machine learning; Quantum computing; Business competitive advantage,,"Despite the fact that data science continues in a constant evolution, there are still many problems that are still impossible to solve due to processing issues, either due to the exorbitant amount of data collected, or related to the different types of data to be processed. Quantum computing in the last decade has experienced a significant boom which has allowed researchers to pose problems that until now were impossible to solve in the classical paradigm. Quantum computing promises gains by solving how we solve these challenging computational problems. Currently, creating added value and achieving new experiences for the consumer, enhanced with it combination with artificial intelligence and machine learning, being a determining factor to promote business competitive advantage. This article aims to assess the impact of quantum computing on businesses competitive advantage, through a qualitative bibliographic analysis. In this context, an extensive research was carried out in this area on Web of Science and Scopus for the period 2016-2021. The survey covers 162 papers selected for this study, 92 from Scopus and 70 from Web of Science.",41,0,0,2,4,0302-9743,1611-3349,978-3-031-10542-5; 978-3-031-10541-8,,2022,10.1007/978-3-031-10542-5_1,http://dx.doi.org/10.1007/978-3-031-10542-5_1,12,"Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering",Computer Science,BU6HW,,2024-03-12,View Full Record in Web of Science
C,"Aaronson, S; Ambainis, A","Aaronson, Scott; Ambainis, Andris",Forrelation: A Problem that Optimally Separates Quantum from Classical Computing,STOC'15: PROCEEDINGS OF THE 2015 ACM SYMPOSIUM ON THEORY OF COMPUTING,English,Proceedings Paper,,QUERY COMPLEXITY,"We achieve essentially the largest possible separation between quantum and classical query complexities. We do so using a property-testing problem called FORRELATION, where one needs to decide whether one Boolean function is highly correlated with the Fourier transform of a second function. This problem can be solved using 1 quantum query, yet we show that any randomized algorithm needs Omega(root N/ log N) queries (improving an Omega(N-1/4) lower bound of Aaronson). Conversely, we show that this 1 versus S2( /N) separation is optimal: indeed, any t-query quantum algorithm whatsoever can be simulated by an O(N1-1/2t)_ query randomized algorithm. Thus, resolving an open question of Buhrman et al. from 2002, there is no partial Boolean function whose quantum query complexity is constant and whose randomized query complexity is linear. We conjecture that a natural generalization of FORRELATION achieves the optimal t versus Omega(N1-1/2t) separation for all t. As a bonus, we show that this generalization is BQP-complete. This yields what's arguably the simplest BQP-complete problem yet known, and gives a second sense in which FORRELATION captures the maximum power of quantum computation.",15,41,45,1,1,0737-8017,,978-1-4503-3536-2,,2015,10.1145/2746539.2746547,http://dx.doi.org/10.1145/2746539.2746547,10,"Computer Science, Theory & Methods",Computer Science,BN6IT,,2024-03-12,View Full Record in Web of Science
J,"Murali, P; Linke, NM; Martonosi, M; Abhari, AJ; Nguyen, NH; Alderete, CH","Murali, Prakash; Linke, Norbert M.; Martonosi, Margaret; Abhari, Ali Javadi; Nhung Hong Nguyen; Alderete, Cinthia Huerta",Architecting Noisy Intermediate-Scale Quantum Computers: A Real-System Study,IEEE MICRO,English,Article,Logic gates; Hardware; Error analysis; Topology; Optimization; Ions; Reliability,,"Current quantum computers have very different qubit implementations, instruction sets, qubit connectivity, and noise characteristics. Using real-system evaluations on seven quantum systems from three leading vendors, our work explores fundamental design questions concerning hardware choices, architecture, and compilation.",9,8,9,2,7,0272-1732,1937-4143,,MAY-JUN,2020,10.1109/MM.2020.2985683,http://dx.doi.org/10.1109/MM.2020.2985683,8,"Computer Science, Hardware & Architecture; Computer Science, Software Engineering",Computer Science,LU7SR,hybrid,2024-03-12,View Full Record in Web of Science
C,"Fakkel, N; Mortazavi, M; Overwater, R; Sebastiano, F; Babaie, M","Fakkel, Niels; Mortazavi, Mohsen; Overwater, Ramon; Sebastiano, Fabio; Babaie, Masoud",A Cryo-CMOS DAC-based 40 Gb/s PAM4 Wireline Transmitter for Quantum Computing Applications,"2023 IEEE RADIO FREQUENCY INTEGRATED CIRCUITS SYMPOSIUM, RFIC",English,Proceedings Paper,Cryo-CMOS; quantum computing ICs; high-speed DAC; wireline transmitter,,"State-of-the-art quantum computers already comprise hundreds of cryogenic quantum bits (qubits), and prototypes with over 10k qubits are currently being developed. Such large-scale systems require local cryogenic electronics for qubit control and readout, leaving the digital controllers for algorithm execution and quantum error correction (QEC) at room temperature due to the limited cryogenic cooling budget. The entire process, including qubit readout, data transmission, QEC, and algorithm execution, should be completed well within the qubit decoherence time, thus requiring a low-power high-speed communication link between the cryogenic quantum processor and classical processor located at room temperature. To this end, this paper presents the first cryo-CMOS high-speed 4-level pulse amplitude modulation (PAM4) wireline transmitter. Thanks to a power-efficient serializing architecture driving a 6-bit digital-to-analog converter (DAC), the 40-nm CMOS chip achieves a data rate of 40 Gb/s PAM4 with an efficiency of 2.46 pJ/b and a ratio of level mismatch (RLM) of 97.8% at 4.2 K. While demonstrating an energy efficiency comparable to state-of-the-art transmitters in more advanced CMOS nodes, the extremely wide temperature operating range (4.2K - 300 K) will enable future large-scale quantum computers.",8,0,0,0,0,1529-2517,,979-8-3503-2122-7,,2023,10.1109/RFIC54547.2023.10186114,http://dx.doi.org/10.1109/RFIC54547.2023.10186114,4,"Computer Science, Interdisciplinary Applications; Engineering, Electrical & Electronic; Telecommunications",Computer Science; Engineering; Telecommunications,BV4VU,,2024-03-12,View Full Record in Web of Science
J,"Manju, A; Nigam, MJ","Manju, A.; Nigam, M. J.",Applications of quantum inspired computational intelligence: a survey,ARTIFICIAL INTELLIGENCE REVIEW,English,Article,Quantum computing; Quantum mechanics; Computational intelligence,BEHAVED PARTICLE SWARM; SUPPORT VECTOR REGRESSION; QUBIT NEURAL-NETWORK; HYALURONIC-ACID PRODUCTION; ECONOMIC LOAD DISPATCH; GENE-EXPRESSION DATA; EVOLUTIONARY ALGORITHM; OPTIMIZATION ALGORITHM; NUMERICAL OPTIMIZATION; FLOW-SHOP,"This paper makes an exhaustive survey of various applications of Quantum inspired computational intelligence (QCI) techniques proposed till date. Definition, categorization and motivation for QCI techniques are stated clearly. Major Drawbacks and challenges are discussed. The significance of this work is that it presents an overview on applications of QCI in solving various problems in engineering, which will be very much useful for researchers on Quantum computing in exploring this upcoming and young discipline.",724,78,82,4,94,0269-2821,1573-7462,,JUN,2014,10.1007/s10462-012-9330-6,http://dx.doi.org/10.1007/s10462-012-9330-6,78,"Computer Science, Artificial Intelligence",Computer Science,AH2VO,,2024-03-12,View Full Record in Web of Science
J,"Saki, AA; Topaloglu, RO; Ghosh, S","Saki, Abdullah Ash; Topaloglu, Rasit Onur; Ghosh, Swaroop",Shuttle-Exploiting Attacks and Their Defenses in Trapped-Ion Quantum Computers,IEEE ACCESS,English,Article,Trapped-ion; qubit; quantum computing; shuttle; security; fidelity,,"Trapped-ion (TI) quantum bits are a front-runner technology for quantum computing. TI systems with multiple interconnected traps can overcome the hardware connectivity issue inherent in superconducting qubits and can solve practical problems at scale. With a sufficient number of qubits on the horizon, the multi-programming model for Quantum Computers (QC) has been proposed where multiple users share the same QC for their computing. Multi-programming is enticing for quantum cloud providers as it can maximize device utilization, throughput, and profit for clouds. Users can also benefit from the short wait queue. However, shared access to quantum computers can create new security issues. This paper presents one such vulnerability in shared TI systems that require shuttle operations for communication among traps. Repeated shuttle operations increase quantum bit energy and degrade the reliability of computations (fidelity). We show adversarial program design approaches requiring numerous shuttles. We propose a random and systematic methodology for adversary program generation. Our analysis shows shuttle-exploiting attacks can substantially degrade the fidelities of victim programs by to approximate to 2x to approximate to 63x. Finally, we present several countermeasures such as adopting a hybrid initial mapping policy, padding victim programs with dummy qubits, and capping maximum shuttles.",65,2,2,3,6,2169-3536,,,,2022,10.1109/ACCESS.2021.3139085,http://dx.doi.org/10.1109/ACCESS.2021.3139085,14,"Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications",Computer Science; Engineering; Telecommunications,YC9DD,"gold, Green Submitted",2024-03-12,View Full Record in Web of Science
C,"Gazzillo, Z; Franklin, S; Alarcón, SL","Gazzillo, Zachary; Franklin, Scott; Alarcon, Sonia Lopez",Using Quantum Computers to Study Random Close Packing of Granular Discs,2019 TENTH INTERNATIONAL GREEN AND SUSTAINABLE COMPUTING CONFERENCE (IGSC),English,Proceedings Paper,,,"We reformulate the problem of granular random close packing of 2D discs as a Quadratic Unconstrained Binary Optimization in order to utilize the D-Wave 2000Q quantum annealing computer. The solution is a set of ground states corresponding to jammed configurations in which no single particle can be moved without creating a non-zero potential. The problem is adapted to the quantum computer by discretizing space and mapping each point onto physical quantum-bits (qubits). An objective function is derived that defines the system energy for arbitrary particle locations, subject to constraints biasing solutions toward a pre-determined number of particles. Uniquely, the quantum computer samples and returns minimum values of this function finding low energy states, a subset of which are physically realizable solutions we seek. While quantum computing's technological infancy restricts our study to proof-of-concept, our work still shows promise for efficient analysis of complex granular problems.",6,0,0,0,0,,,978-1-7281-5416-9,,2019,10.1109/igsc48788.2019.8957200,http://dx.doi.org/10.1109/igsc48788.2019.8957200,6,"Computer Science, Theory & Methods; Green & Sustainable Science & Technology; Engineering, Electrical & Electronic",Computer Science; Science & Technology - Other Topics; Engineering,BP0CA,,2024-03-12,View Full Record in Web of Science
C,"Mazumder, JA; Hemachandra, K","Mazumder, Juned Ahmed; Hemachandra, K.",Image Steganography Using the Fusion of Quantum Computation and Wavelet Transformation,PROCEEDINGS OF THE 2019 3RD INTERNATIONAL CONFERENCE ON COMPUTING METHODOLOGIES AND COMMUNICATION (ICCMC 2019),English,Proceedings Paper,Steganography; Quantum; Cryptography; DWT; Stego; MSE; PSNR; RS,,"In the advancement of information technology the role of security of information is very significant. Many organization including research and educational institute, IT companies exploring the area of quantum computation due to which the field is advancing very quickly. The mechanism of quantum computer provides greater security for quantum data. So in this research we present a new high security steganography system using hybridization of quantum computation and wavelet transformation. The proposed algorithm provides dual security for the embedded data as we transform the normal signal of the high frequency information of wavelet transformation into quantum signal before embedding the secret information. The message extraction process depends on the corresponding coefficient value of low frequency information which acts as a pseudo random key. To assess the accomplishment of our proposed algorithm we have used three parameters MSE, PSNR and RS for different image formats. All these metrics showed that there is very less distortion of the original image.",24,0,0,0,1,,,978-1-5386-7808-4,,2019,10.1109/iccmc.2019.8819681,http://dx.doi.org/10.1109/iccmc.2019.8819681,7,"Computer Science, Theory & Methods; Telecommunications",Computer Science; Telecommunications,BQ4HJ,,2024-03-12,View Full Record in Web of Science
J,"Trummer, I; Koch, C","Trummer, Immanuel; Koch, Christoph",Multiple Query Optimization on the D-Wave 2X Adiabatic Quantum Computer,PROCEEDINGS OF THE VLDB ENDOWMENT,English,Article,,ALGORITHM,"The D-Wave adiabatic quantum annealer solves hard combinatorial optimization problems leveraging quantum physics. The newest version features over 1000 qubits and was released in August 2015. We were given access to such a machine, currently hosted at NASA Ames Research Center in California, to explore the potential for hard optimization problems that arise in the context of databases. In this paper, we tackle the problem of multiple query optimization (MQO). We show how an MQO problem instance can be transformed into a mathematical formula that complies with the restrictive input format accepted by the quantum annealer. This formula is translated into weights on and between qubits such that the configuration minimizing the input formula can be found via a process called adiabatic quantum annealing. We analyze the asymptotic growth rate of the number of required qubits in the MQO problem dimensions as the number of qubits is currently the main factor restricting applicability. We experimentally compare the performance of the quantum annealer against other MQO algorithms executed on a traditional computer. While the problem sizes that can be treated are currently limited, we already find a class of problem instances where the quantum annealer is three orders of magnitude faster than other approaches.",44,16,18,0,2,2150-8097,,,MAY,2016,,,12,"Computer Science, Information Systems; Computer Science, Theory & Methods",Computer Science,EA2MU,,2024-03-12,View Full Record in Web of Science
J,"Egger, DJ; Gutiérrez, RG; Mestre, JC; Woerner, S","Egger, Daniel J.; Garcia Gutierrez, Ricardo; Cahue Mestre, Jordie; Woerner, Stefan",Credit Risk Analysis Using Quantum Computers,IEEE TRANSACTIONS ON COMPUTERS,English,Article,Qubit; Economics; Computational modeling; Amplitude estimation; Monte Carlo methods; Estimation; Reactive power; Quantum computing; quantum finance; credit risk analysis; economic capital requirement,,"We present and analyze a quantum algorithm to estimate credit risk more efficiently than Monte Carlo simulations can do on classical computers. More precisely, we estimate the economic capital requirement, i.e. the difference between the Value at Risk and the expected value of a given loss distribution. The economic capital requirement is an important risk metric because it summarizes the amount of capital required to remain solvent at a given confidence level. We implement this problem for a realistic loss distribution and analyze its scaling to a realistic problem size. In particular, we provide estimates of the total number of required qubits, the expected circuit depth, and how this translates into an expected runtime under reasonable assumptions on future fault-tolerant quantum hardware.",45,34,35,1,14,0018-9340,1557-9956,,DEC 1,2021,10.1109/TC.2020.3038063,http://dx.doi.org/10.1109/TC.2020.3038063,10,"Computer Science, Hardware & Architecture; Engineering, Electrical & Electronic",Computer Science; Engineering,WU7AH,Green Submitted,2024-03-12,View Full Record in Web of Science
J,"Sergioli, G; Ledda, A","Sergioli, Giuseppe; Ledda, Antonio",A note on many valued quantum computational logics,SOFT COMPUTING,English,Article,Quantum computational logics; Qutrits,SYSTEM,"The standard theory of quantum computation relies on the idea that the basic information quantity is represented by a superposition of elements of the canonical basis and the notion of probability naturally follows from the Born rule. In this work we consider three valued quantum computational logics. More specifically, we will focus on the Hilbert space , we discuss extensions of several gates to this space and, using the notion of effect probability, we provide a characterization of its states.",35,1,1,0,6,1432-7643,1433-7479,,MAR,2017,10.1007/s00500-015-1790-6,http://dx.doi.org/10.1007/s00500-015-1790-6,10,"Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications",Computer Science,EO2KT,Green Submitted,2024-03-12,View Full Record in Web of Science
C,"Osaba, E; Villar-Rodriguez, E; Oregi, I; Moreno-Fernandez-de-Leceta, A","Osaba, Eneko; Villar-Rodriguez, Esther; Oregi, Izaskun; Moreno-Fernandez-de-Leceta, Aitor",Hybrid Quantum Computing - Tabu Search Algorithm for Partitioning Problems: Preliminary Study on the Traveling Salesman Problem,2021 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC 2021),English,Proceedings Paper,Quantum Computing; Metaheuristic Optimization; Traveling Salesman Problem; Transfer Optimization; DWAVE,DESIGN,"Quantum Computing is considered as the next frontier in computing, and it is attracting a lot of attention from the current scientific community. This kind of computation provides to researchers with a revolutionary paradigm for addressing complex optimization problems, offering a significant speed advantage and an efficient search ability. Anyway, Quantum Computing is still in an incipient stage of development. For this reason, present architectures show certain limitations, which have motivated the carrying out of this paper. In this paper, we introduce a novel solving scheme coined as hybrid Quantum Computing - Tabu Search Algorithm. Main pillars of operation of the proposed method are a greater control over the access to quantum resources, and a considerable reduction of non-profitable accesses. To assess the quality of our method, we have used 7 different Traveling Salesman Problem instances as benchmarking set. The obtained outcomes support the preliminary conclusion that our algorithm is an approach which offers promising results for solving partitioning problems while it drastically reduces the access to quantum computing resources. We also contribute to the field of Transfer Optimization by developing an evolutionary multiform multitasking algorithm as initialization method.",42,13,13,0,3,,,978-1-7281-8392-3,,2021,10.1109/CEC45853.2021.9504923,http://dx.doi.org/10.1109/CEC45853.2021.9504923,8,"Computer Science, Artificial Intelligence; Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Mathematical & Computational Biology; Operations Research & Management Science",Computer Science; Engineering; Mathematical & Computational Biology; Operations Research & Management Science,BS2MS,Green Submitted,2024-03-12,View Full Record in Web of Science
