(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,thecap,labeled_at,general notes (thecap)
39874450,http://dx.doi.org/10,0,Intrusion detection; Artificial neural networks; Training; Image reconstruction; Computer hacking; Hybrid power systems; Generative adversarial networks; Artificial intelligence; Controller area network; cyberattack detection; intrusion detection; quantum artificial intelligence; restricted Boltzmann machine; generative artificial intelligence,"In-vehicle controller area network (CAN) is susceptible to various cyberattacks due to its broadcast-based communication nature. An attacker can inject false messages to a vehicle's CAN via wireless communication, the infotainment system, or the onboard diagnostic port. Thus, an effective intrusion detection system is essential to distinguish authentic CAN messages from false ones. In this study, we developed a hybrid quantum-classical CAN intrusion detection framework using a classical neural network (NN) and a quantum restricted Boltzmann machine (RBM). The classical NN is dedicated to feature extraction from CAN images generated from a vehicle's CAN bus data. In contrast, the quantum RBM is dedicated to CAN image reconstruction for classification-based intrusion detection. The novelty of the study lies in utilizing the generative ability of an RBM to reconstruct the pixels in a CAN image, a portion of which is dedicated to labeling. Then, that portion of the reconstructed image is used to classify the image as an attack image or a normal image. To evaluate the performance of the hybrid quantum-classical CAN intrusion detection framework, we used a real-world CAN fuzzy attack dataset to create three separate attack datasets, where each dataset represents a unique set of features related to the vehicle. We compared the performance of our hybrid framework to a similar but classical-only framework. Our analyses showed that the hybrid framework performs better in CAN intrusion detection compared to the classical-only framework. For the three datasets considered in this study, the best models in the hybrid framework achieved 97.5%, 97%, and 98.3% intrusion detection accuracies and 94.7%, 93.9%, and 97.2% recalls, respectively. In contrast, the best models in the classical-only framework achieved 92.5%, 95%, and 93.3% intrusion detection accuracies and 84.2%, 89.8%, and 88.9% recalls, respectively.",A Novel Hybrid Quantum-Classical Framework for an In-Vehicle Controller Area Network Intrusion Detection,"Center for Connected Multimodal Mobility (C2M2) (U.S. Department of Transportation Tier 1 University Transportation Center) at Clemson University, Clemson, SC, USA; National Science Foundation (NSF)(National Science Foundation (NSF)); Center for Connected Multimodal Mobility (C2M2) (U.S. Department of Transportation Tier 1 University Transportation Center) at Clemson University, Clemson, SC, USA; National Science Foundation (NSF)(National Science Foundation (NSF))",Salek and  MS; Biswas and  PK; Pollard and  J; Hales and  J; Shen and  ZC; Dixit and  V; Chowdhury and  M; Khan and  SM; Wang and  Y,,o,,1,2024-02-18 20:21:25,
39874451,http://dx.doi.org/10,0,Quantum Computation; String Diagrams; Monoidal Categories; Categorical Quantum Mechanics,"Categorical quantum mechanics places finite-dimensional quantum theory in the context of compact closed categories, with an emphasis on diagrammatic reasoning. In this framework, two equational diagrammatic calculi have been proposed for pure-state qubit quantum computing: the ZW calculus, developed by Coecke, Kissinger and the first author for the purpose of qubit entanglement classification, and the ZX calculus, introduced by Coecke and Duncan to give an abstract description of complementary observables. Neither calculus, however, provided a complete axiomatisation of their model. In this paper, we present extended versions of ZW and ZX, and show their completeness for pure-state qubit theory, thus solving two major open problems in categorical quantum mechanics. First, we extend the original ZW calculus to represent states and linear maps with coefficients in an arbitrary commutative ring, and prove completeness by a strategy that rewrites all diagrams into a normal form. We then extend the language and axioms of the original ZX calculus, and show their completeness for pure-state qubit theory through a translation between ZX and ZW specialised to the field of complex numbers. This translation expands the one used by Jeandel, Perdrix, and Vilmart to derive an axiomatisation of the approximately universal Clifford+T fragment; restricting the field of complex numbers to a suitable subring, we obtain an alternative axiomatisation of the same theory.",Two complete axiomatisations of pure-state qubit quantum computing,"Japan Society for the Promotion of Science(Ministry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of Science); JSPS Postdoctoral Research Fellowship(Ministry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of Science); KAKENHI(Ministry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of ScienceGrants-in-Aid for Scientific Research (KAKENHI)); Grants-in-Aid for Scientific Research(Ministry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of ScienceGrants-in-Aid for Scientific Research (KAKENHI))",Hadzihasanovic and  A; Ng and  KF; Wang and  QL,,o,,-1,2024-02-18 20:25:51,
39874452,http://dx.doi.org/10,0,quantum finance; chaotic neural network; deep learning; QFSDK; python; AI education,"For the past several decades, with the rapid development of internet technologies and online transaction platforms, financial institutions and investors are facing huge challenges from the global economic environment that financial markets are becoming more unpredictable and volatile than before, especially in the stock markets, commodity markets and cryptocurrency markets. Interest and awareness of Artificial Intelligence and Quantum Finance are growing so fast that both academia and higher education are struggling to keep up with the accelerating demand of financial markets. Quantum finance is a newly developed interdisciplinary program with the integration of quantum theory, computational finance, and even computer science, which requires students to have comprehensive knowledge reserves. Meanwhile, it is extremely complicated for students to use a programming language to realize quantum finance calculations from scratch. To facilitate curricula teaching, and hands-on usage of quantum finance and AI, a Quantum Finance Software Development Kit (QFSDK) is proposed based on the author's previous research on Quantum Finance Theory and other AI research findings. The QFSDK was prepared in python programming language as the first step in introducing students to the concepts and applications of quantum finance. The QFSDK bridges the theoretical and practical chasm for learners by developing a quantum finance calculator library. It serves as an open-source template that encourages heavy contextual modification, and it supports any online platforms in the python programming language.",The Design and Implementation of Quantum Finance Software Development Kit (QFSDK) for AI Education,Beijing Normal University-Hong Kong Baptist University United International College (UIC); Guangdong Province F1 project grant on Curriculum Development and Teaching Enhancement on Quantum,Wang and  LC; Lee and  RST,"quantum computer,Security,quantum programming language",o,,1,2024-02-18 20:28:08,quantum application
39874453,http://dx.doi.org/10,0,Computer Organization; Quantum Control Processor; Quantum Computer Architecture; Quantum Error Correction,"A quantum computer can solve fundamentally difficult problems by utilizing properties of quantum bits (qubits). It consists of a quantum substrate, connected to a conventional computer, termed as control processor. A control processor can manipulate and measure the state of the qubits and act as an interface between qubits and the programmer. Unfortunately, qubits are extremely noise-sensitive, and to minimize the noise; qubits are operated at cryogenic temperatures. To build a scalable quantum computer, a control processor which can work at cryogenic temperatures is essential [3, 14]. In this paper, we focus on the challenges of building a memory system for a cryogenic control processor. A scalable quantum computer will require large memory capacity for storing the program and the data generated by the quantum error correction. To this end, we evaluate the feasibility of cryogenic DRAM-based memory system by characterizing commercial DRAM modules at cryogenic temperatures. In this paper, we report the minimum operational temperature for 55 DIMMs (consisting of a total of 750 DRAM chips) and analyze the error patterns in commodity DRAM devices operated at cryogenic temperatures. Our study shows that a significant fraction of DRAM chips continue to work at temperatures as low as 80K. This study is an initial step towards evaluating the effectiveness of cryogenic DRAM as a main memory for quantum computers.",Cryogenic-DRAM based Memory System for Scalable Quantum Computers: A Feasibility Study,NSF(National Science Foundation (NSF)); Division Of Computer and Network Systems; Direct For Computer & Info Scie & Enginr(National Science Foundation (NSF)NSF - Directorate for Computer & Information Science & Engineering (CISE)),Tannu and  SS; Carmean and  DM; Qureshi and  MK,,o,,-1,2024-02-18 20:30:22,
39874454,http://dx.doi.org/10,0,Machine learning; Algorithm: DFT; Transmission spectra; ANT,"Context The Adenine-based nanotube is theoretically designed, and its transmission spectra are investigated. The quantum-confined Adenine nanotube shows electronic transmission of the carrier at minimum stress. In this paper, the prediction of transmission spectra of the quantum-confined bio-molecular nanotube is investigated and deeply studied. Molecular level structure prediction and their electronic characterization can be possible with ab initio accuracy using a machine learning algorithmic approach. At the molecular level, it is difficult to predict quantum transmission spectra as these results are always hampered by the carrier backscattering effect. However, mostly these predictive models are available for intrinsic semi-conducting materials and other inorganic structures.Methods Machine learning algorithms are designed to predict the electronic properties of the nano-scale structure. This task is even more difficult when quantum-confined molecular arrangements are considered, whose transmission spectra are sensitive to the confinements applied. This paper presents an effective machine learning algorithms framework for predicting transmission spectra of quantum-confined nanotubes from their geometries. In this paper, we consider regression machine learning algorithms to find maximum accuracy with varying configurations and geometries to excerpt their atoms' local environment information. The Hamiltonian components are then used to enable the utilization of the information to predict the electronic structure at any arbitrary sampling point or k-point. The theoretical basics introduced in this process help to capture and incorporate minor changes in quantum confinements into transmission spectra and provide the framework algorithm with more accuracy. This paper shows the ability to predict the accurate algorithmic models of the Adenine nanotube. In this framework, we have considered a tiny data set to achieve a rapid and reliable method for electronic structure determination and also propose the best algorithm for predictive model analysis.",Machine learning and DFT-based combined framework for predicting transmission spectra of quantum-confined bio-molecular nanotube,,Roy and  DD; Roy and  P; De and  D,,o,,-1,2024-02-18 20:32:10,
39874455,http://dx.doi.org/10,0,,"We construct the first constant-round protocols for secure quantum computation in the two-party (2PQC) and multi-party (MPQC) settings with security against malicious adversaries. Our protocols are in the common random string (CRS) model. - Assuming two-message oblivious transfer (OT), we obtain (i) three-message 2PQC, and (ii) five-round MPQC with only three rounds of online (input-dependent) communication; such OT is known from quantum-hard Learning with Errors (QLWE). - Assuming sub-exponential hardness of QLWE, we obtain (i) three-round 2PQC with two online rounds and (ii) four-round MPQC with two online rounds. - When only one (out of two) parties receives output, we achieve minimal interaction (two messages) from two-message OT; classically, such protocols are known as non-interactive secure computation (NISC), and our result constitutes the first maliciously-secure quantum NISC. Additionally assuming reusable malicious designated-verifier NIZK arguments for NP (MDV-NIZKs), we give the first MDV-NIZK for QMA that only requires one copy of the quantum witness. QMA that only requires one copy of the quantum witness. Finally, we perform a preliminary investigation into two-round secure quantum computation where each party must obtain output. On the negative side, we identify a broad class of simulation strategies that suffice for classical two-round secure computation that are unlikely to work in the quantum setting. Next, as a proof-of-concept, we show that two-round secure quantum computation exists with respect to a quantum oracle.",On the Round Complexity of Secure Quantum Computation,,Bartusek and  J; Coladangelo and  A; Khurana and  D; Ma and  F,,o,,-1,2024-02-18 20:33:21,
39874456,http://dx.doi.org/10,0,Quantum Computing; Fidelity; Decoherence; Noise; Gate-error,"Concerted efforts by the academia and the industries e.g., IBM, Google and Intel have brought us to the era of Noisy Intermediate-Scale Quantum (NISQ) computers. Qubits, the basic elements of quantum computer, have been proven extremely susceptible to different noises. Recent experiments have exhibited spatial variations among the qubits in NISQ hardware. Therefore, conventional mapping of qubit done without quality awareness results in significant loss of fidelity for a given workload. In this paper, we have analyzed the effects of various noise sources on the overall fidelity of the given workload for a real NISQ hardware. We have also presented novel optimization technique namely, Qubit Re-allocation (QURE) to maximize the sequence fidelity of a given workload. QURE is scalable and can be applied to future large scale quantum computers. QURE can improve the fidelity of a quantum workload up to 1.54X (1.39X on average) in simulation and up to 1.7X in real device compared to variation oblivious qubit allocation without incurring any physical overhead.",QURE: Qubit Re-allocation in Noisy Intermediate-Scale Quantum Computers,SRC; NSF(National Science Foundation (NSF)); DARPA Young Faculty Award(United States Department of Defense),Ash-Saki and  A; Alam and  M; Ghosh and  S,,o,,-1,2024-02-18 20:34:21,
39874457,http://dx.doi.org/10,0,full-adder; majority gate; quantum computing; quantum-dot cellular automata (QCA),"Recently, quantum dot-cellular automata (QCA) has fascinated much attention because of its potential less area consumption, low power usage, less intricacy, and low delay. The full-adder circuit is used in this technology for several procedures, like multiplication, subtraction, and division in the arithmetic logic unit. For this reason, the full-adder is generally investigated as a central unit in the development of QCA technology. The present investigation demonstrates a new efficient QCA-based full-adder layout utilizing the TIEO gate and new 3-input majority gate. In this design, the inputs get inside one side, and the outputs are derived from another circuit side. Other cells do not embrace the output and input signals, and they may simply be available, helping produce a more impressive circuit layout. Concretely speaking, in this design, the 0.02 mu m(2) region and the latency of the 0.5 clock cycle have been implemented using only 18 cells. Utilizing the QCADesigner tool, the suggested design in the current investigation has been functionally approved. The simulation outcomes show that this layout conducts properly and works faster than the oldest designs.",Designing a multi-layer full-adder using a new three-input majority gate based on quantum computing,,Seyedi and  S; Navimipour and  NJ,,o,,-1,2024-02-18 20:37:21,
39874458,http://dx.doi.org/10,0,Quantum key distribution; Quantum-Back-Bone; Quantum data link layer,In this chapter the principles of quantum computing and communications has been proposed.,Quantum Computing and Cryptography: An Overview,,Farouk and  A; Tarawneh and  O; Elhoseny and  M; Batle and  J; Naseri and  M; Hassanien and  AE; Abedl-Aty and  M,,o,,-1,2024-02-18 20:37:29,
39874459,http://dx.doi.org/10,0,Reservoir computing; wavelength division multiplexing; quantum dot lasers; optical feedback; optical injection,"Time-delay reservoir computer (RC) based on semiconductor lasers provides a simple hardware implementation of the recurrent neural network. However, the data processing speed is limited by the length of the feedback loop. This work demonstrates a parallel RC scheme based on the wavelength division multiplexing (WDM) technique. This scheme is implemented on a Fabry-Perot quantum dot laser with multimode emission. It is shown that the four-channel WDM RC exhibits a better performance over the single-channel one, with the same number of virtual neurons. Meanwhile, the RC is accelerated by four times, owing to the shorter delay time. In addition, we show that the cross-gain saturation effect between the multimodes plays a crucial role on the RC performance.",Wavelength division multiplexing reservoir computer using quantum dot lasers with delayed optical feedback,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Shanghai Natural Science Foundation(Natural Science Foundation of Shanghai),Tang and  JY; He and  XM; Wang and  C,,o,,-1,2024-02-18 20:39:16,
39874460,http://dx.doi.org/10,0,QED coherence in water; Superconductor; Josephson junction; Quantum computing,"According to quantum electrodynamics (QED), liquid water should be considered as a two-phases system composed by an array of closely packed macroscopic regions, called 'coherent domains' (CDs), in which the water molecules are phase - correlated among them and with a self-trapped electromagnetic field, whose interstices are 'filled' with non-coherent bulk water. Coherent Domains are then quantum objects fully characterized by a macroscopic wavefunction having a well-defined quantum phase. The theory also predicts such CDs could have 'excited' energy states in the form of coherent cold vortices of quasi-free electrons. For these reasons CDs behave like superconductors and, if coupled through a thin insulating layer, can strongly resemble a Josephson junction. In this paper we show such Josephson junctions, made of water CDs, could be theoretically considered in order to realize quantum computation in a way able to overcome some of the most important issues affecting computational schemes so far proposed.",Quantum Computation by Means of Josephson Junctions Made of Coherent Domains of Liquid Water,,Caligiuri and  LM,,o,,-1,2024-02-18 20:41:57,
39874461,http://dx.doi.org/10,0,neural networks; quantum algorithms,"Quantum computers promise significant advantages over classical computers for a number of different applications. We show that the complete loss function landscape of a neural network can be represented as the quantum state output by a quantum computer. We demonstrate this explicitly for a binary neural network and, further, show how a quantum computer can train the network by manipulating this state using a well-known algorithm known as quantum amplitude amplification. We further show that with minor adaptation, this method can also represent the meta-loss landscape of a number of neural network architectures simultaneously. We search this meta-loss landscape with the same method to simultaneously train and design a binary neural network.",Training and Meta-Training Binary Neural Networks with Quantum Computing,InnovateUK(UK Research & Innovation (UKRI)Innovate UK),Fawaz and  A; Klein and  P; Piat and  S; Severini and  S; Mountney and  P,,o,,-1,2024-02-18 20:44:06,
39874462,http://dx.doi.org/10,0,quantum computing; quantum error correction; fault-tolerant quantum computing,"Demonstrating small error rates by integrating quantum error correction (QEC) into an architecture of quantum computing is the next milestone towards scalable fault-tolerant quantum computing (FTQC). Encoding logical qubits with superconducting qubits and surface codes is considered a promising candidate for FTQC architectures. In this paper, we propose an FTQC architecture, which we call Q3DE, that enhances the tolerance to multi-bit burst errors (MBBEs) by cosmic rays with moderate changes and overhead. There are three core components in Q3DE: in-situ anomaly DEtection, dynamic code DEformation, and optimized error DEcoding. In this architecture, MBBEs are detected only from syndrome values for error correction. The effect of MBBEs is immediately mitigated by dynamically increasing the encoding level of logical qubits and re-estimating probable recovery operation with the rollback of the decoding process. We investigate the performance and overhead of the Q3DE architecture with quantum-error simulators and demonstrate that Q3DE effectively reduces the period of MBBEs by 1000 times and halves the size of their region. Therefore, Q3DE significantly relaxes the requirement of qubit density and qubit chip size to realize FTQC. Our scheme is versatile for mitigating MBBEs, i.e., temporal variations of error properties, on a wide range of physical devices and FTQC architectures since it relies only on the standard features of topological stabilizer codes.",Q3DE: A fault-tolerant quantum computer architecture for multi-bit burst errors by cosmic rays,"JST PRESTO(Japan Science & Technology Agency (JST)); JST Moonshot RD Grant; JST ERATO Grant; MEXT Q-LEAP Grant; JSPS KAKENHI(Ministry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of ScienceGrants-in-Aid for Scientific Research (KAKENHI))",Suzuki and  Y; Sugiyama and  T; Arai and  T; Liao and  W; Inoue and  K; Tanimoto and  T,,o,,-1,2024-02-18 20:45:59,
39874463,http://dx.doi.org/10,0,Quantum Circuit Synthesis; Evolutionary Computation; Clifford plus T,"The quantum circuit is the prime factor to realize quantum computation. This paper proposes a novel quantum-inspired evolutionary computation method to synthesize quantum circuits effectively and efficiently. Recently, the Clifford+T gate library has become popular, as the T gate has a better fault-tolerant and error correction efficacy, which is essential to near-term quantum computation. The proposed quantum-inspired evolutionary computation is more flexible in constructing diverse solutions than the classical synthesis method. The entangled local search mechanism further enhances the ability to discover the optimal solutions on an efficient frontier. The encoding can be slightly changed to achieve various gate libraries circuit synthesis in the quantum or reversible Boolean circuits. The experiments demonstrate that our proposed method can be more effective in composing a compact quantum circuit than the state-of-the-art method. Meanwhile, the T-depth can attain an optimal value without ancilla bits. Furthermore, we provide an illustration to construct the function equivalent quantum circuit with the NOT, CNOT, Controlled-Square-Root-of-NOT quantum gate library (NCV). We also conduct exhaustion to prove that our synthesized circuit is an optimal solution, requiring far fewer resources in time and evaluation than exhaustion.",A Novel Quantum-inspired Evolutionary Computation-based Quantum Circuit Synthesis for Various Universal Gate Libraries,,Chou and  YH; Kuo and  SY; Jiang and  YC; Wu and  CH; Shen and  JY; Hua and  CY; Huang and  PS; Lai and  YT; Tong and  YF; Chang and  MH,,o,,1,2024-02-18 20:47:48,
39874464,http://dx.doi.org/10,0,quantum computing; granular computing; model; quantum search algorithm,"This paper firstly introduces quantum computing theory into the study of granular computing, then puts forward a new granular computing model based on quantum computing theory, which fully makes full use of the parallelism of quantum computing and layered characteristics of the granular computing. As Grover quantum algorithm has some shortcomings in the classical target number of solutions to solve more problems in the search space, this paper further puts forward an improved Grover quantum search algorithm, and experiment results show it is effective.",Granular Computing Model Based on Quantum Computing Theory,,Hu and  J; Guan and  C,,o,,-1,2024-02-18 20:50:42,
39874465,http://dx.doi.org/10,0,Qubit; Internet; Quantum entanglement; Mechanical variables measurement; Atmospheric measurements,"The Quantum Internet, a network interconnecting remote quantum devices through quantum links in synergy with classical ones, is envisioned as the final stage of the quantum revolution, opening fundamentally new communications and computing capabilities. But the Quantum Internet is governed by the laws of quantum mechanics. Phenomena with no counterpart in classical networks, such as no-cloning, quantum measurement, entanglement and quantum teleportation, impose new challenging constraints for network design. Specifically, classical network functionalities are based on the assumption that classical information can be safely read and copied. However, this assumption does not hold in the Quantum Internet. As a consequence, its design requires a major network-paradigm shift to harness the quantum mechanics specificities. The goal of this work is to shed light on the challenges and open problems of Quantum Internet design. We first introduce some basic knowledge of quantum mechanics, needed to understand the differences between a classical and a quantum network. Then, we introduce quantum teleportation as the key strategy for transmitting quantum information without physically transferring the particle that stores the quantum information or violating the principles of quantum mechanics. Finally, the key research challenges to design quantum communication networks are discussed.",Quantum Internet: Networking Challenges in Distributed Quantum Computing,project Towards the Quantum Internet: A Multidisciplinary Effort," University of Naples Federico II, Italy",Cacciapuoti and  AS; Caleffi and  M; Tafuri and  F; Cataliotti and  FS; Gherardini and  S; Bianchi and  G,o,,-1,2024-02-18 20:56:33,
39874466,http://dx.doi.org/10,0,Quantum information systems; Quantum computing; Pedagogy; Qubit; IBM; Gate operations; Linear algebra; Learning quantum computing; Quantum circuit,"There is little information on how best to educate students on quantum computing. There will very soon be an urgent need for pedagogically sound quantum computing instruction. Hundreds of millions of dollars are being invested in quantum computers. To innovate, develop, operate and maintain these, quantum computers takes a workforce that understands what is happening and what the objectives are. In an effort to achieve new capabilities with quantum computing, intense efforts are underway where additional subject matter experts are added to the team to solve a challenge. For example, microwave engineers are added to the quantum computing team, or software engineers, or computer programmers, electrical engineers, computer engineers, and heating and cooling engineers. Where are they getting their quick and intense training to introduce them to the team? On site, presumably. Who is training and teaching them? The hard pressed researchers, never trained in the best way to teach, themselves, now taken away from their priority time to familiarize the newcomers? We are two PhD Computer Science candidates, experiencing the learning of quantum computing for the first time, and we wish to share our experiences and best discoveries to help others shorten their time to understanding. It is our belief that the best educational level to target is at the honors level high school (junior or senior), as this would insure universal understanding by all likely professionals needing to learn quantum computing in an intense foundation course. It also could be used to teach high school students, as their generation will benefit from the capabilities of quantum computing.",Teaching Quantum Computing,IBM Faculty Award(International Business Machines (IBM)),Westfall and  L; Leider and  A,,o,,-1,2024-02-18 20:57:01,
39874467,http://dx.doi.org/10,0,Quantum computing; quantum telecloning; telecloning; NISQ computers; parallel state tomography; quantum cloning; measurement error mitigation; mid-circuit measurement and real time conditional operations; Qiskit; bell measurement,"Due to the no-cloning theorem, generating perfect quantum clones of an arbitrary unknown quantum state is not possible, however approximate quantum clones can be constructed. Quantum telecloning is a protocol that originates from a combination of quantum teleportation and quantum cloning. Here we present 1 -> 2 and 1 -> 3 quantum telecloning circuits, with and without ancilla, that are theoretically optimal (meaning the clones have the highest fidelity allowed by quantum mechanics), universal (meaning the clone fidelity is independent of the state being cloned), and symmetric (meaning the clones all have the same fidelity). We implement these circuits on gate model IBMQ and Quantinuum NISQ hardware and quantify the clone fidelities using parallel single qubit state tomography. Quantum telecloning using mid-circuit measurement with classical feedforward control (i.e. real time if statements) is demonstrated on the Quantinuum H1-2 device. Two alternative implementations of quantum telecloning, deferred measurement and post selection, are demonstrated on ibmq_montreal, where mid-circuit measurements with real time if statements are not available. Our results show that NISQ devices can achieve near-optimal quantum telecloning fidelity; for example the Quantinuum H1-2 device running the telecloning circuits without ancilla achieved a mean clone fidelity of 0.824 with standard deviation of 0.024 for two clone circuits and 0.765 with standard deviation of 0.022 for three clone circuits. The theoretical fidelity limits are 0.83 for two clones and 0.7 for three clones. This demonstrates the viability of performing experimental analysis of quantum information networks and quantum cryptography protocols on NISQ computers.",Quantum Telecloning on NISQ Computers,,Pelofske and  E; B?rtschi and  A; Garcia and  B; Kiefer and  B; Eidenbenz and  S,,o,,-1,2024-02-18 20:59:46,
39874468,http://dx.doi.org/10,0,Quantum Computation; Shor's Algorithm; Prime Factorization; Cryptography,"The process to find the prime factors of a large number, the 'factoring problem' is believed to be a very hard problem. For this reason, it is the cornerstone of modern cryptographic schemes, like RSA cryptosystem. In 1994, Professor Peter Shor proposed a new polynomial-time quantum algorithm that finds the prime factors of a number with many digits. This was a bolt from the blue for the security of transactions and electronic communications and became an example of how quantum computing changes our perception of security and safety. In this paper Shor's Algorithm is presented and an implementation, a way to factor number 21 is described. In addition, some reliability issues of quantum devices were considered in order to explore the potentiality of Shor's algorithm.",Implementation of Shor's Algorithm and Reliability of Quantum Computing Devices,,Sabani and  ME; Galanis and  I; Savvas and  IK; Garani and  G,,o,,1,2024-02-18 21:00:33,
39874469,http://dx.doi.org/10,0,Nonlocal quantum computing theory; spherical time crystals,"Four new fundamental nonlocal quantum computing diagonal operator-state relations are derived which model the interaction between two adjacent atoms of an entangled atomic chain. Each atom possesses four eigen-states. These relations lead to four momentum-space cyclic transformations and are used as the computation states in one-dimensional cellular automaton. Four interacting half-observable periodic planar states appear with the same Poincare cycle. Due to the space-time rotational symmetry of these operator-state relations, a new type of periodic spherical state can be constructed consisting of eight finite space-time quadrants as the special quantum computing result.",Nonlocal quantum computing theory and Poincare cycle in spherical states,,Wu and  CH; Van Horn and  A,,o,,-1,2024-02-18 21:01:53,
39874470,http://dx.doi.org/10,0,Low earth satellite constellations; quantum Internet; software-defined internetworking,"Recently, quantum computing and communications rapidly developed to interconnect heterogeneous quantum devices. In particular, some researchers have been performed about terrestrial quantum communications over typical optical fiber links. However, this technology is affected by extremely high losses that can be faced only through the deployment of several repeaters, which in turn involve impractical costs for end-to-end (E2E) route management. Quantum Satellite Networks (QSNs) can overcome the limitations of terrestrial optical networks, such as a remarkable signal attenuation over long distances and difficulty of intercontinental communications. The recent studies on quantum satellite communications motivated our research towards a Low Earth Orbit (LEO) quantum satellite backbone for interconnecting quantum on Earth Servers in order to achieve an unprecedented computational capacity. Specifically, our paper proposes a near optimum E2E path evaluation procedure allowing an efficient switching in order to maximize the entanglement generation rate. Indeed, this is one of the main issues that involve the Data Link Layer and the Network Layer of the Quantum Internet (QI) protocol stack, which is in its early standardization phase. In particular, the design of our approach is based on the Software-Defined Networking (SDN) paradigm with the aim of minimizing the number of hops for E2E connection and maximizing network capacity. Therefore, we compare distributed and centralized approaches in order to achieve a trade-off between performance and cost.",Towards Quantum Satellite Internetworking: A Software-Defined Networking Perspective,,Picchi and  R; Chiti and  F; Fantacci and  R; Pierucci and  L,,o,,-1,2024-02-18 21:04:38,
39874471,http://dx.doi.org/10,0,Fidelity asymmetry; Quantum computing; Reproducibility; Hellinger distance,"Reproducibility is important for validating the performance of applications in quantum computing as a measure of consistency in computation. Current noisy, intermediate-scale devices quantum (NISQ) devices are strongly affected by intrinsic noise that leads to a variety of computational error mechanisms. Here we assess reproducibility of NISQ computing by focusing on a specific simple error mechanism that arises during noisy readout. Using an asymmetric channel for binary readout, we develop an analytic bound on the Hellinger distance between computational outputs for different readout parameters. We validate this model using characterization and testing of the IBM toronto device, which displays a range of readout parameters. We find that to ensure reproducibility, one must avoid using register elements characterized by fidelity asymmetry exceeding a threshold.",Reproducibility in Quantum Computing,DOE Office of Science User Facility(United States Department of Energy (DOE)); U.S. Department of Energy(United States Department of Energy (DOE)); Department of Energy(United States Department of Energy (DOE)),Dasgupta and  S; Humble and  TS,,o,,-1,2024-02-18 21:05:16,
39874472,http://dx.doi.org/10,0,Quantum Lambda Calculus; Linear Logic; Hybrid; Coq,"The design and development of quantum programming languages (QPLs) is an important and active area of quantum computing. This paper addresses the problem of developing a standard methodology for verifying a QPL against major quantum computing concepts. We propose a framework dedicated to the meta-level analysis of QPLs, in particular, functional quantum languages. To this aim, we choose the Hybrid system as the tool in which to build our framework. Hybrid is a logical framework that supports higher-order abstract syntax, on top of which we develop an intuitionistic linear specification logic used for reasoning about QPLs. We provide a formal proof of some important meta-theoretic properties of this logic, and in addition, showcase a number of examples that can be tackled under the proposed framework.",Formal Meta-level Analysis Framework for Quantum Programming Languages,,Mahmoud and  MY; Felty and  AP,,o,,1,2024-02-18 21:08:12,
39874473,http://dx.doi.org/10,0,Post-quantum security; Yao's GC protocol; Oblivious transfer; Secure two-party computation; Homomorphic encryption,"Secure multi-party computation has been extensively studied in the past years and has reached a level that is considered practical for several applications. The techniques developed thus far have been steadily optimized for performance and were shown to be secure in the classical setting, but are not known to be secure against quantum adversaries. In this work, we start to pave the way for secure two-party computation in a quantum world where the adversary has access to a quantum computer. We show that post-quantum secure two-party computation has comparable efficiency to their classical counterparts. For this, we develop a lattice-based OT protocol which we use to implement a post-quantum secure variant of Yao's famous garbled circuits (GC) protocol (FOCS'82). Along with the OT protocol, we show that the oblivious transfer extension protocol of Ishai et al. (CRYPTO'03), which allows running many OTs using mainly symmetric cryptography, is post-quantum secure. To support these results, we prove that Yao's GC protocol achieves post-quantum security if the underlying building blocks do.",Secure Two-Party Computation in a Quantum World,"Deutsche Forschungsgemeinschaft (DFG)(German Research Foundation (DFG)); German Federal Ministry of Education and Research(Federal Ministry of Education & Research (BMBF)); Hessen State Ministry for Higher Education, Research and the Arts within ATHENE; European Research Council (ERC) under the European Union(European Research Council (ERC)); European Research Council (ERC)(European Research Council (ERC)Spanish Government)",B?scher and  N; Demmler and  D; Karvelas and  NP; Katzenbeisser and  S; Kr?mer and  J; Rathee and  D; Schneider and  T; Struck and  P,,o,,-1,2024-02-18 21:13:36,
