(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,thecap,labeled_at,general notes (thecap),population notes (thecap),intervention/comparator notes (thecap),outcome notes (thecap)
40690900,https%3A%2F%2Fwww.we,0,"","We studied evolution of photoluminescence (PL) spectral with increasing excitation powers in an unprecedentedly high-quality quantum wire. The PL spectra obtained suggest that the transition from excitons to a dense electron hole (e-h) plasma in the wire is a gradual crossover via bi-excitons. We also found that the continuum band edge of excitons shows no energy shift with increasing e-h densities and never crosses to the low-energy edge of the plasma PL at higher e-h densities, which is in contrast to a prevailing picture of the exciton Mott transition.","Crossover from excitons to an electron-hole plasma in a high-quality single T-shaped quantum wire","AMER INST PHYSICS","Yoshita and  M; Hayamizu and  Y; Akiyama and  H; Pfeiffer and  LN; West and  KW","",o,,-1,2024-03-31 20:49:27,,,,
40690901,http://dx.doi.org/10,0,"Keteling capsule; UV quantum fingerprint; Infrared quantum fingerprint; Differential scanning calorimetry quantum profiling; HPLC fingerprint; Systematically quantified fingerprint method","Keteling capsules (KCs), as a kind of Traditional Chinese Medicine (TCM), have been widely used in curing cough and relieving asthma. However, the complicated compositions make it challenging to evaluate their quality consistency by common methods. Herein, we explored comprehensive and efficient strategies by combining the multiple techniques to monitor and assess the characteristics of KCs. We employed the fingerprints and corresponding quantum fingerprints by fourier transform infrared spectroscopy (FT-IR), ultraviolet (UV), and differential scanning calorimetry (DSC). The antioxidant activity profiles were also studied combined with the result of three-dimensional quantum fingerprints and showed a good correlation with the internal structure and physical-chemical state. Furthermore, the 17 samples were separated and identified simultaneously by HPLC quantitative fingerprint, of which four active ingredients (chlorogenic acid, p-coumaric acid, vitexin and isovitexin) were quantitatively determined. The 17 samples were successfully classified into different grades by the systematically quantified fingerprint method (SQFM) and the quality of the samples was integrated according to the mean algorithm. The mean algorithm fusion of different evaluation techniques was compared to reveal the relationship between them, which indicated the effective improvement in accuracy and integrality. The combination of multiple analytical techniques developed in this study would effectively improve the existing single analytical methods and provide new strategy for drug quality consistency control. (C) 2021 Elsevier B.V. All rights reserved.","Evaluating the quality consistency of Keteling capsules by three-dimensional quantum fingerprints and HPLC fingerprint","PERGAMON-ELSEVIER SCIENCE LTD","Yang and  T; Yang and  HZ; Ling and  GX; Sun and  GX","",o,,-1,2024-03-31 20:49:32,,,,
40690902,http://dx.doi.org/10,0,"XNOR gate; 1 Tb/s; Quantum-dot semiconductor optical amplifier; Amplified spontaneous emission","The modeling of all-optical logic XNOR gate is realized by a series combination of XOR and INVERT gates. This Boolean function is simulated by using Mach-Zehnder interferometers (MZIs) utilizing quantum-dots semiconductor optical amplifiers (QDs-SOAs). The study is carried out when the effect of amplified spontaneous emission (ASE) is included. The dependence of the output quality factor (Q-factor) on signals and QDs-SOAs' parameters is also investigated and discussed. The simulation is conducted under a repetition rate of' similar to 1 Tb/s.","Modeling of High-Quality Factor XNOR Gate Using Quantum-Dot Semiconductor Optical Amplifiers at 1 Tb/s","SPRINGER","Kotb and  A","",o,,-1,2024-03-31 20:49:36,,,,
40690903,http://dx.doi.org/10,0,"uniformity; decomposition sources; molecular beam epitaxy; quantum wells; semiconducting III-V materials","Uniform In0.53Ga0.47As/In0.52Al0.48As/InP multi-quantum well (MQW) and In0.2Ga0.8As/GaAs/AlGaAs graded-index separated-confinement double QW wafers have been grown by molecular beam epitaxy (MBE) with GaP and GaAs decomposition sources using indium-free holder on 2-in substrate. This was achieved by uniform temperature distribution, which was obtained by the introduction of a thermally shielded substrate manipulator; a stable DC power supply: a highly conductive silicon back plate; and a uniform distribution of arsenic dimer on substrate by GaAs decomposition source. For InGaAs/InAlAs MQWs grown by MBE, the uniformity (standard deviation) was measured by scanning photoluminescence (PL) taken at T = 300 K, and was found to be 1538 +/- 1.2 nm. The uniformity of InGaAs/GaAs double QW was 987.6 +/- 1.0 nm, which is the best data ever reported. The optical quality of two samples was investigated by PL taken at T = 9 K. The PL linewidths were 7.1 and 4.68 meV for InGaAs/InAlAs and InGaAs/GaAs QWs, respectively. The optical quality of the reported samples is comparable to the best data reported for the same structure grown by various epitaxial methods. (C) 2002 Elsevier Science B.V. All rights reserved.","Uniform growth of high-quality 2-in diameter In0.53Ga0.47As/In0.52Al0.48As/InP and In0.2Ga0.8As/GaAs/AlGaAs multi-quantum well wafers by MBE with GaP and GaAs decomposition sources","ELSEVIER SCIENCE BV","Song and  JD; Kim and  JM; Lee and  YT","",o,,-1,2024-03-31 20:49:40,,,,
40690904,http://dx.doi.org/10,0,"van der Waals; microwave resonator; niobium diselenide; 2D; quality factor; superconductor","Ultra low-loss microwave materials are crucial for enhancing quantum coherence and scalability of superconducting qubits. Van der Waals (vdW) heterostructure is an attractive platform for quantum devices due to the single-crystal structure of the constituent two-dimensional (2D) layered materials and the lack of dangling bonds at their atomically sharp interfaces. However, new fabrication and characterization techniques are required to determine whether these structures can achieve low loss in the microwave regime. Here we report the fabrication of superconducting microwave resonators using NbSe2 that achieve a quality factor Q > 10(5). This value sets an upper bound that corresponds to a resistance of <= 192 mu Omega when considering the additional loss introduced by integrating NbSe2 into a standard transmon circuit. This work demonstrates the compatibility of 2D layered materials with high-quality microwave quantum devices.","Making high-quality quantum microwave devices with van der Waals superconductors","IOP Publishing Ltd","Antony and  A; Gustafsson and  MV; Rajendran and  A; Benyamini and  A; Ribeill and  G; Ohki and  TA; Hone and  J; Fong and  KC","",o,,-1,2024-03-31 20:49:46,,,,
40690905,https://www.scopus.c,0,"Non-Markovian process; Spatial quantum channels; Time-dependent Markovian process","We show, for the non-Markovian or time-dependent Markovian model of noise, by breaking the noisy spatial quantum channel (SQC) into a series of periodically arranged subcomponents, that the quality of information transmission described by the purity, fidelity and concurrence of the output states can be improved. The physical mechanism and possible implementation of the idea have been discussed. ?? Rinton Press.","Improving the quality of noisy spatial quantum channels","Scopus: Quantum Inf. Comput.ArticleFinal","Tang and  Ning (37052899800); Fan and  Zi-Long (56196107600); Zeng and  Hao-Sheng (7401472047)","",o,,-1,2024-03-31 20:49:57,,,,
40690906,http://dx.doi.org/10,0,"ZnO nanotubes; W-doping; CdS quantum dots","The surface characteristics of ZnO were synthetically optimized by a self-designed simultaneous etching and W-doping hydrothermal method utilizing as-prepared ZnO nanorod (NR) array films as the template. Benefiting from the etching and regrowth process and the different structural stabilities of the various faces of ZnO NRs, the uniquely etched and W-doped ZnO (EWZ) nanotube (NT) array films with larger surface area, more active sites and better energy band structure were used to improve the photoelectrochemical (PEC) performance and the loading quality of CdS quantum dots (QDs). On the basis of their better surface characteristics, the CdS QDs were uniformly loaded on EWZ NT array film with a good coverage ratio and interface connection; this effectively improved the light-harvesting ability, charge transportation and separation as well as charge injection efficiency during the PEC reaction. Therefore, all the CdS QD-sensitized EWZ NT array films exhibited significantly enhanced PEC performance. The CdS/EWZ-7 composite films exhibited the optimal photocurrent density with a value of 12 mA.cm(-2), 2.5 times higher than that of conventional CdS/ZnO-7 composite films under the same sensitization times with CdS QDs. The corresponding etching and optimizing mechanisms were also discussed.","High-quality CdS quantum dots sensitized ZnO nanotube array films for superior photoelectrochemical performance","IOP Publishing Ltd","Gong and  QQ; Zhao and  YL; Zhang and  Q; Hu and  CY; Liu and  TF; Zhang and  HF; Yin and  GC; Sun and  ML","",o,,-1,2024-03-31 20:49:59,,,,
40690907,http://dx.doi.org/10,0,"quantum-assisted machine learning; quantum machine learning; near-term quantum computers; hybrid algorithms; unsupervised learning; quantum annealing; unsupervised generative models","With quantum computing technologies nearing the era of commercialization and quantum supremacy, machine learning (ML) appears as one of the promising 'killer' applications. Despite significant effort, there has been a disconnect between most quantum ML proposals, the needs of ML practitioners, and the capabilities of near-term quantum devices to demonstrate quantum enhancement in the near future. In this contribution to the focus collection 'What would you do with 1000 qubits?', we provide concrete examples of intractable ML tasks that could be enhanced with near-term devices. We argue that to reach this target, the focus should be on areas where ML researchers are struggling, such as generative models in unsupervised and semi-supervised learning, instead of the popular and more tractable supervised learning techniques. We also highlight the case of classical datasets with potential quantum-like statistical correlations where quantum models could be more suitable. We focus on hybrid quantum-classical approaches and illustrate some of the key challenges we foresee for near-term implementations. Finally, we introduce the quantum-assisted Helmholtz machine (QAHM), an attempt to use near-term quantum devices to tackle high-dimensional datasets of continuous variables. Instead of using quantum computers to assist deep learning, as previous approaches do, the QAHM uses deep learning to extract a low-dimensional binary representation of data, suitable for relatively small quantum processors which can assist the training of an unsupervised generative model. Although we illustrate this concept on a quantum annealer, other quantum platforms could benefit as well from this hybrid quantum-classical framework.","Opportunities and challenges for quantum-assisted machine learning in near-term quantum computers","IOP Publishing Ltd","Perdomo-Ortiz and  A; Benedetti and  M; Realpe-G??mez and  J; Biswas and  R","",o,,-1,2024-03-31 20:50:08,,,,
40690908,http://dx.doi.org/10,0,"zinc selenide; colloidal synthesis; quantum wires; heavy-metal-free; solar conversion","A two-step catalytic growth strategy is reported to enable high-quality ZnSe quantum wires with precise and wide-range size control, which present exciting potentials for blue-light-driven photochemistry. Beyond the state-of-the-art Cd-containing quantum wires (QWs), heavy-metal-free semiconductor QWs, such as ZnSe, are of great interest for next-generation environmental-benign applications. Unfortunately, simultaneous, on-demand manipulation of their radial and axial sizes-that allows strong quantum confinement in the blue-light region-has so far been challenging. Here we present a two-step catalyzed growth strategy that enables independent, high-precision and wide-range controls over the diameter and length of ZnSe QWs. We find that a new epitaxial orientation between the cubic-phase Ag2Se solid catalyst and wurtzite ZnSe QWs kinetically favors the formation of defect-free ultrathin QWs. Thanks to their high uniformity, the resulting blue-light-active, phase-pure ZnSe QWs exhibit well-defined excitonic absorption with the 1S(e)-1S(h) transition linewidth as narrow as sub-13 nm. Combining the transient absorption spectroscopy, we further show that surface electron traps in these ZnSe QWs can be eliminated by thiol passivation, which results in long-lived charge carriers and high-efficiency solar-to-hydrogen conversion.","On-demand synthesis of high-quality, blue-light-active ZnSe colloidal quantum wires","OXFORD UNIV PRESS","Li and  Y; Zhang and  C; Tian and  J; Wu and  L; Liu and  GQ; Li and  HH; Zhang and  YZ; Shao and  ZC; He and  Z; Yu and  SH","",o,,-1,2024-03-31 20:50:11,,,,
40690909,https://www.scopus.c,0,"Electric currents; Electric potential; Reliability; Semiconducting gallium compounds; Semiconductor quantum wells; Spurious signal noise; Bias current; Device quality; High power quantum well lasers; Low frequency electrical noise; Semiconductor lasers","The low frequency electrical noise and electric derivative (IdV/dI-I) are measured at different conditions. The correlation between the noise and device quality is discussed, the results indicate that the low frequency electrical noise of 808nm high power semiconductor laser is mainly 1/f noise and has good relation with device quality.","Correlation between the low frequency electrical noise of high power quantum well lasers and device quality","Scopus: Proc SPIE Int Soc Opt EngConference paperFinal","Hu and  Guijun (7401490322); Shi and  Jiawei (7404495530); Zhang and  Shumei (7409377404); Lu and  Yu (55506579700); Qi and  Liyun (7202149824); Li and  Hongyan (55707617600); Zhang and  Fenggang (55495316600)","",o,,-1,2024-03-31 20:50:19,,,,
40690910,https%3A%2F%2Fwww.we,0,"quantum dots; CdTe; oil solubility; liquid paraffin wax; thermal stability","A novel route was developed to synthesize high quality oil soluble CdTe quantum dots. Liquid paraffin wax system was used to replace tri-n-octylphosphine oxide( TOPO) as the solvent for the synthesis of highly luminescent CdTe QDs at relatively low temperatures (200-260 degrees C). Compared with TOPO, liquid paraffin is cheaper, more friendly to environmentally, and more stable in the air. The effects of the reaction temperature, growth time, precursor concentration, and the quantities of the ligands on the properties of the CdTe QDs were investigated in this paper. This new route reduces the raw material cost and enables us to obtain CdTe QDs with a broad emission spectral ranging from 570 to 720 nm at relatively low temperatures. The as-prepared CdTe QDs also possess a high PLQY(up to 65%) and good thermal stability.","High-quality CdTe quantum dots synthesized in liquid paraffin wax","HIGHER EDUCATION PRESS","Xing and  B; Li and  WW; Dou and  HJ; Sun and  K","",o,,-1,2024-03-31 20:50:21,,,,
40690911,http://dx.doi.org/10,0,"Site controlled quantum dots; single photon source; microcavity; quantum dot; quantum efficiency; semiconductor","Semiconductor quantum dots (QDs) are fascinating nanoscopic structures for photonics and future quantum information technology. However, the random position of self-organized QDs inhibits a deterministic coupling in devices relying on cavity quantum electrodynamics (cQED) effects which complicates, e.g., the large scale fabrication of quantum light sources. As a result, large efforts focus on the growth and the device integration of site-controlled QDs. We present the growth of low density arrays of site-controlled In(Ga)As QDs where shallow etched nanoholes act as nucleation sites. The nanoholes are located relative to cross markers which allows for a precise spatial alignment of the site-controlled QDs (SCQDs) and the photonic modes of high quality microcavites with an accuracy better than 50 nm. We also address the optical quality of the SCQDs in terms of the single SCQD emission mode linewidth, the oscillator strength and the quantum efficiency. A stacked growth of strain coupled SCQDs forming on wet chemically etched nanoholes provide the smallest linewidth with an average value of 210 mu eV. Using time resolved photoluminescence studies on samples with a varying thickness of the capping layer we determine a quantum efficiency of the SCQD close to 50 % and an oscillator strength of about 10. Finally, single photon emission with associated with g((2))(0) = 0.12 of a weakly coupled SCQD - micropillar system will be presented.","Cavity quantum electrodynamics studies with site-controlled InGaAs quantum dots integrated into high quality microcavities","SPIE-INT SOC OPTICAL ENGINEERING","Reitzenstein and  S; Schneider and  C; Albert and  F; Huggenberger and  A; Heindel and  T; Lermer and  M; Stobbe and  S; Weinmann and  P; Lodahl and  P; H??fling and  S; Kamp and  M; Worschech and  L; Forchel and  A","",o,,-1,2024-03-31 20:50:27,,,,
40690912,https://www.scopus.c,0,"Computing Platforms; Quantum Computing; Quantum Software Engineering; Software Development Life Cycle","Practical quantum computing is rapidly becoming a reality. To harness quantum computers' real potential in software applications, one needs to have an in-depth understanding of all such characteristics of quantum computing platforms (QCPs), relevant from the Software Engineering (SE) perspective. Restrictions on copying, deletion, the transmission of qubit states, a hard dependency on quantum algorithms are few, out of many, examples of QCP characteristics that have significant implications for building quantum software. Thus, developing quantum software requires a paradigm shift in thinking by software engineers. This paper presents the key findings from the SE perspective, resulting from an in-depth examination of state-of-the-art QCPs available today. The main contributions that we present include i) Proposing a general architecture of the QCPs, ii) Proposing a programming model for developing quantum software, iii) Determining architecturally significant characteristics of QCPs, and iv) Determining the impact of these characteristics on various Quality Attributes (QAs) and Software Development Life Cycle (SDLC) activities. We show that the nature of QCPs makes them useful mainly in specialized application areas such as scientific computing. Except for performance and scalability, most of the other QAs (e.g., maintainability, testability, and reliability) are adversely affected by different characteristics of a QCP. ?? 2021 IEEE.","Quantum Computing Platforms: Assessing the Impact on Quality Attributes and SDLC Activities","Scopus: Proc. - IEEE Int. Conf. Softw. Archit., ICSAConference paperFinal","Sodhi and  Balwinder (37020331700); Kapur and  Ritu (56785430400)","",o,,-1,2024-03-31 20:50:31,,,,
40690913,http://dx.doi.org/10,0,"Hard metal; Binder phase; Magnetic saturation; Ab-initio calculations","Non-destructive and reliable quality control methods are a key aspect to designing, developing and manufacturing new materials for industrial applications and new technologies. The measurement of the magnetic saturation is one of such methods and it is conventionally employed in the cemented carbides industry. We present a general quantum mechanics based relation between the magnetic saturation and the components of the binder phase of cemented carbides, which can be directly employed as a quality control. To illustrate our results, we calculate the magnetic saturation of a binder phase, 85Ni15Fe binary alloy, using ab-initio methods and compare the theoretical predictions to the magnetic saturation measurements. We also analyse interface and segregation effects on the magnetic saturation by studying the electronic structure of the binder phase. The excellent agreement between calculations and measurements demonstrates the applicability of our method to any binder phase. Since the magnetic saturation is employed to ensure the quality of cemented carbides, the present method allows us to explore new materials for alternative binder phases efficiently. (C) 2019 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.","Quantum mechanics basis of quality control in hard metals","PERGAMON-ELSEVIER SCIENCE LTD","Xie and  RW; Liz??rraga and  R; Linder and  D; Hou and  ZY; Str??m and  V; Lattemann and  M; Holmstr??m and  E; Li and  W; Vitos and  L","",o,,-1,2024-03-31 20:50:35,,,,
40690914,http://dx.doi.org/10,0,"","To improve the crystal quality of hetero-interfaces in InGaAs/InGaAsP strain-compensated quantum-well structures on (001) GaAs substrates, we added layers with intermediate levels of strain between the well and barriers. Photoluminescence measurements confirmed that the crystal quality of the heterointerfaces was improved by adding these intermediate layers. The greatest improvement was attained with an intermediate layer thickness of 4 monolayers and a strain at about the midpoint between that of QWs and barriers. The mean time to failure of fabricated 0.98-mu m laser diodes (LDs) with such intermediate-strain layers was found to be about five times longer than that of LDs without the intermediate-strain layer.","Enhanced optical crystal quality of strain-compensated InGaAs/InGaAsP quantum-well structures on GaAs substrates by the introduction of intermediate-strain layers","IOP PUBLISHING LTD","Hiramoto and  K; Sagawa and  M; Fujisaki and  S; Toyonaka and  T","",o,,-1,2024-03-31 20:50:39,,,,
40690915,https%3A%2F%2Fwww.we,0,"tomato; biodiversity; microbial communities; quantum structured water; image-forming methods","The structured water is obtained by quantum technology, exclusively on the basis of natural elements, under the influence of electromagnetic field with magnitude of the waves in the order of 10-40. The aim of this paper is to present the results of research carried out in greenhouse conditions to assess the influence of irrigation with quantum structured water, as compared with irrigation with tap water, on biodiversity and structure of microbial communities in rhizosphere of tomato (Solanum lycopersicum L.) FLAVIOLA variety and to evaluate the biological quality of plants. The paper presents the total counts and species of bacteria and fungi estimated by dilution plate method, diversity index of Shannon (H), equitability and similarity index. The influence of structured water on plants hight, fresh biomass accumulated, biological quality and vitality are discussed comparatively with tap water using image-forming methods, namely biocrystallization, circular chromatography and capillary dynamolysis by the evaluation of structures formed consequently to the reaction of plant extracts with certain inorganic salts.","THE INFLUENCE OF QUANTUM STRUCTURED WATER ON MICROBIAL DIVERSITY IN RHIZOSPHERE OF TOMATO AND ASSESSMENT OF BIOLOGICAL QUALITY OF PLANTS BY IMAGE-FORMING METHODS","UNIV AGRONOMIC SCIENCES & VETERINARY MEDICINE BUCHAREST - USAMV","Matei and  GM; Matei and  S; Enache and  F; Draghici and  EM","",o,,-1,2024-03-31 20:50:44,,,,
40690916,http://dx.doi.org/10,0,"INTERFACE; CDTE","We report the successful molecular-beam epitaxy growth of high quality CdTe/Cd1-xMgxTe quantum wells (x = 0.27-0.52) on GaAs (100) and (111)B substrates. The effectiveness of the two different buffer layers for providing nearly lattice-matched templates were verified by x-ray diffraction and photoluminescence. Optical properties of excitons in the above quantum wells were investigated. It is observed that, for the (100) sample, the exciton displays double peaks, the peak splitting originating from exciton localization on the monolayer fluctuation of the quantum well width. Our experiments indicate that the influence of such fluctuations can be reduced, and interfaces of exceptional perfection can be obtained by growth of the CdTe/CdMgTe quantum well structures on GaAs (111)B-oriented substrates or by a combined growth of conventional molecular-beam epitaxy and migration-enhanced epitaxy on GaAs (100)-oriented substrate. The photoluminescence spectra indicate that significant reduction of the influence of the monolayer fluctuation was indeed accomplished by these procedures. (C) 1996 American Vacuum Society.","High quality CdTe/Cd1-xMgxTe quantum wells grown on GaAs(100) and (111) substrates by molecular-beam epitaxy","AMER INST PHYSICS","Xin and  SH; Hu and  BH; Short and  SW; Bindley and  U; Yin and  A; Dobrowolska and  M; Furdyna and  JK","",o,,-1,2024-03-31 20:50:48,,,,
40690917,http://dx.doi.org/10,0,"ROOM-TEMPERATURE; LASERS; EMISSION; MICROCAVITIES; DEPENDENCE; WELL","We demonstrate lasing action with a high spontaneous emission factor and temperature insensitivity in InAs/InGaAs quantum dots (QD) embedded in photonic crystal nanocavities. A quality factor (Q) of over 10,000 was achieved by suppressing the material absorption by QDs uncoupled to the cavity mode. High Q cavities exhibited ultra low threshold lasing with a spontaneous emission factor of 0.7. Less frequent carrier escape from the QDs, which was primarily favored by high potential barrier energy, enabled low threshold lasing up to 90 K. (C) 2008 Optical Society of America.","Quality factor control and lasing characteristics of InAs/InGaAs quantum dots embedded in photonic-crystal nanocavities","OPTICAL SOC AMER","Tawara and  T; Kamada and  H; Zhang and  YH; Tanabe and  T; Cade and  NI; Ding and  D; Johnson and  SR; Gotoh and  H; Kuramochi and  E; Notomi and  M; Sogawa and  T","",o,,-1,2024-03-31 20:50:53,,,,
40690918,http://dx.doi.org/10,0,"photoluminescence; MBE; quantum dots; CdSe","Fabrication of high quality CdSe quantum dots is described in this paper. The source material was CdSe compound and the amount of the source supply was fixed to 2.2 monolayers throughout the study. The orientation of GaAs substrates, the source supply rate and the growth interruption time were changed as growth parameters. Photoluminescence (PL) was measured at 14 K. The high PL intensity and the narrow line width were used as measures of high quality. Optimum growth conditions were established. (c) 2006 Elsevier B.V. All rights reserved.","Fabrication of high-quality CdSe quantum dots for green laser diodes by molecular beam epitaxy","ELSEVIER SCIENCE BV","Ohkuno and  K; Oku and  H; Araki and  Y; Nagata and  N; Saraie and  J","",o,,-1,2024-03-31 20:50:57,,,,
40690919,http://dx.doi.org/10,0,"LIGHT-EMITTING-DIODES; SEMICONDUCTOR NANOCRYSTALS; SELENIDE NANOCRYSTALS; ALTERNATIVE ROUTES; CDTE NANOCRYSTALS; SILICON-CARBIDE; MONODISPERSE; SIZE; NANOPARTICLES; CHEMISTRY","Microwave-assisted syntheses of colloidal nanocrystals (NCs), in particular CdSe quantum dots (QDs), have gained considerable attention due to unique opportunities provided by microwave dielectric heating. The extensive use of microwave heating and the frequently suggested specific microwave effects, however, pose questions about the role of the electromagnetic field in both the formation and quality of the produced QDs. In this work a one-pot protocol for the tunable synthesis of monodisperse colloidal CdSe NCs using microwave dielectric heating under carefully controlled conditions is introduced. CdSe QDs are fabricated using selenium dioxide as a selenium precursor, 1-octadecene as a solvent and reducing agent, cadmium alkyl carboxylates or alkyl phosphonates as cadmium sources, 1,2-hexadecanediol to stabilize the cadmium complex and oleic acid to stabilize the resulting CdSe QDs. Utilizing the possibilities of microwave heating technology in combination with accurate online temperature control the influence of different reaction parameters such as reaction temperature, ramp and hold times, and the timing and duration of oleic acid addition have been carefully investigated. Optimum results were obtained by performing the reaction at 240 degrees C applying a 5 min ramp time, 2 min hold time before oleic acid addition, 90 s for oleic acid addition, and a 5 min hold time after oleic acid addition (8.5 min overall holding at 240 degrees C). By using different cadmium complexes in the microwave protocol CdSe QDs with a narrow size distribution can be obtained in different sizes ranging from 0.5-4 nm by simply changing the cadmium source. The QDs were characterized by TEM, HRTEM, UV-Vis, and photoluminescence methods and the size distribution was monitored by SAXS. Control experiments involving conventional conductive heating under otherwise identical conditions ensuring the same heating and cooling profiles, stirring rates, and reactor geometries demonstrate that the electromagnetic field has no influence on the generated CdSe QDs. The resulting CdSe NCs prepared using either conductive or microwave dielectric heating exhibited the same primary crystallite size, shape, quantum yield and size distribution regardless of the heating mode.","Microwave-assisted synthesis of CdSe quantum dots: can the electromagnetic field influence the formation and quality of the resulting nanocrystals?","ROYAL SOC CHEMISTRY","Moghaddam and  MM; Baghbanzadeh and  M; Keilbach and  A; Kappe and  CO","",o,,-1,2024-03-31 20:51:02,,,,
40690920,https://www.scopus.c,0,"Digital image storage; Image analysis; Image quality; Modulation; Quantum efficiency; Spurious signal noise; Television applications; Transfer functions; Detective quantum efficiency; Digital radiography; Image intensifiers; Modulation transfer functions; Noise equivalent quanta; Noise power spectra; Medical imaging","In order to determine an objective measure of a system's image quality, we developed a simple, non-invasive measurement procedure to determine the detective quantum efficiency of digital radiographic systems, especially image intensifier-tv systems. Therefore we set up measurement procedures for the quantities intensity transfer function (ITF) (also called characteristic curve), modulation transfer function (MTF), noise power spectrum (NPS) and the low frequency drop (LFD). The quantities ITF, MTF, NPS and LFD are determined by the analysis of images of simple, standardized test objects (a slit, Al-filters of different thickness and a lead disk). The images are automatically evaluated by means of an Apple Macintosh workstation and the program NIH image with some special extensions. The resulting quantities MTF, NPS, LFD are combined to determine the noise equivalent quanta (NEQ) and the detective quantum efficiency (DQE). By means of this measurement procedure quantities, that describe the objective image quality like NEQ and DQE, can be determined in a simple way. Only a set of 45 images is needed for diagnosis of a system. This method provides a powerful analysis tool for image quality, that is applicable in the field and can be done from a remote location. It may be used in a clinical environment (e.g. in constancy testing).","Assessment of objective image quality in digital radiography: noninvasive determination of the detective quantum efficiency","Scopus: Proc SPIE Int Soc Opt EngConference paperFinal","Kamm and  Karl-Friedrich (7005086758); Steiner and  Reinhard (57197492543); Tilkorn and  Karl (6503870723)","",o,,-1,2024-03-31 20:51:08,,,,
40690921,http://dx.doi.org/10,0,"2-DIMENSIONAL PHOTONIC CRYSTAL; RING RESONATORS; NONLINEARITIES; NANOCAVITY; GAAS; DOT","Optical bistability is demonstrated in a micropillar cavity with a record quality factor of 215 000, embedding a few thousand quantum dots. A power threshold of 380 mu W is obtained, with an on/off response contrast of 5.6 dB. We characterize the saturation of the quantum dots absorption and the cavity mode frequency shift through coherent reflection spectroscopy. We show that a near-unity coupling efficiency is achieved and that the planar quality factor Q(0) is around 450 000. (C) 2012 American Institute of Physics. [http://dx.doi.org/10.1063/1.3694026]","Optical bistability in a quantum dots/micropillar device with a quality factor exceeding 200 000","AMER INST PHYSICS","Arnold and  C; Loo and  V; Lema??tre and  A; Sagnes and  I; Krebs and  O; Voisin and  P; Senellart and  P; Lanco and  L","",o,,-1,2024-03-31 20:51:11,,,,
40690922,http://dx.doi.org/10,0,"MULTIQUANTUM BARRIER; PHASE EPITAXY; LASER-DIODES","In this paper, we present results of studies of high-quality InGaP quantum well (QW) heterostructures grown by metalorganic chemical vapor deposition (MOCVD). The QWs have been grown on GaAs:Si substrates having orientations of both (100) and (100)-10 degrees off toward the nearest [110]. We have employed both InAlP ternary alloy cladding layers and specially designed InAlP-InGaP superlattice barrier (SLB) cladding layers. The 4.2 K and 300 K photoluminescence (PL) emission from both the InGaP QW and the InAlP/InGaP SLB heterostructures exhibits very narrow line widths and high intensities, indicating that these structures have relatively smooth interfaces and that they are of high quality. While studies of InAlGaP injection lasers using similar SLBs have been published previously, to our knowledge, detailed photoluminescence studies of ternary/ternary SLBs in the InAlGaP system have not been reported. We have performed calculations of the performance of InAlP/InGaP ternary SLBs and these calculations show that an optimum QW heterobarrier can be achieved for an all-ternary SLB consisting of 10 pairs of InAlP (similar to 1.7 nm) and InGaP (similar to 0.9 nm) and an InAlP ''first barrier layer'' similar to 20 nm thick. Emissions from the InGaP wells grown on off-orientation substrates appear to have narrower linewidths and higher intensities in the InGaP/InAlP system as was previously demonstrated for the InGaP/InAlGaP system. PL data from the InGaP/InAlP short-period superlattices, to the best of our knowledge, are shown for the first time.","GROWTH OF HIGH-QUALITY INALP/INGAP QUANTUM-WELLS AND INALP/INGAP SUPERLATTICE BARRIER CLADDING LAYERS BY METALORGANIC CHEMICAL-VAPOR-DEPOSITION","ELSEVIER SCIENCE BV","CHELAKARA and  RV; ISLAM and  MR; NEFF and  JG; FERTITTA and  KG; HOLMES and  AL; CIUBA and  FJ; DUPUIS and  RD","",o,,-1,2024-03-31 20:51:15,,,,
40690923,http://dx.doi.org/10,0,"FULL-COLOR EMISSION; PULSED SPRAY; PHOSPHORS; PERFORMANCE; CONVERSION; EFFICIENT; FILTER; LEDS","This study demonstrates a novel package design to store colloidal quantum dots in liquid format and integrate them with a standard LED. The high efficiency and high quality color performance at a neutral white correlated color temperature is demonstrated. The experimental results indicate that the liquid-type quantum dot white light-emitting diode (LQD WLED) is highly efficient and reliable. The luminous efficiency and color rendering index (CRI) of the LQD WLED can reach 271 lm W-op(-1) and 95, respectively. Moreover, a glass box is employed to prevent humidity and oxygen erosion. With this encapsulation design, our quantum dot box can survive over 1000 hours of storage time.","A high quality liquid-type quantum dot white light-emitting diode","ROYAL SOC CHEMISTRY","Sher and  CW; Lin and  CH; Lin and  HY; Lin and  CC; Huang and  CH; Chen and  KJ; Li and  JR; Wang and  KY; Tu and  HH; Fua and  CC; Kuo and  HC","",o,,-1,2024-03-31 20:51:19,,,,
